"","x"
"1",0.355782409629466
"2",0.215789292250988
"3",0.353511156059714
"4",0.170463120601181
"5",0.248742717159586
"6",0.08626669144975
"7",0.08626669144975
"8",0.08626669144975
"9",0.0865015010908287
"10",0.0865008148623744
"11",0.151914549995122
"12",0.27652093342617
"13",0.128218866348158
"14",0.128218866348158
"15",0.128218866348158
"16",0.354278151492021
"17",0.219906782476382
"18",0.351407798893925
"19",0.183956356065511
"20",0.254221662801664
"21",0.0462349754237523
"22",0.0462349754237523
"23",0.0462349754237523
"24",0.0462349754237523
"25",0.0462349754237523
"26",0.0802920851118381
"27",0.0462349754237523
"28",0.0462349754237523
"29",0.0462349754237523
"30",0.0462349754237523
