"","x"
"1",0.0714613106653802
"2",0.130425026022485
"3",0.0960359462639987
"4",0.124236772462037
"5",0.0590875589673347
"6",0.0864548905590614
"7",0.0864548905590614
"8",0.0864548905590614
"9",0.0864548905590614
"10",0.0864548905590614
"11",0.087191181488375
"12",0.106782249517004
"13",0.153335929923794
"14",0.0817051929746529
"15",0.0826247660072529
"16",0.0619754608861982
"17",0.132447970658357
"18",0.0902172671319577
"19",0.118743868703382
"20",0.0558062957605182
"21",0.0354794334489368
"22",0.0354794334489368
"23",0.0354794334489368
"24",0.0354794334489368
"25",0.0354794334489368
"26",0.0354794334489368
"27",0.0354794334489368
"28",0.0354794334489368
"29",0.0354794334489368
"30",0.0354794334489368
