"","x"
"1",0.350533843318331
"2",0.376442465114665
"3",0.349768489274827
"4",0.373865573579108
"5",0.401399122548367
"6",0.358029296505949
"7",0.358029296505949
"8",0.358029296505949
"9",0.358029296505949
"10",0.357262096011594
"11",0.357159172152249
"12",0.358094188675373
"13",0.363556978478962
"14",0.369593742320226
"15",0.369593742320226
"16",0.347570015811787
"17",0.374892375094764
"18",0.347522804795852
"19",0.374959999664007
"20",0.396910153195943
"21",0.347541246496334
"22",0.347541246496334
"23",0.347541246496334
"24",0.347541246496334
"25",0.347541246496334
"26",0.347541246496334
"27",0.347541246496334
"28",0.347541246496334
"29",0.347541246496334
"30",0.347541246496334
